,country_home,country_checkin,user,language_home,language_checkin,same_language,distance,gdp_difference
123,austria,turkey,1,german,turkish,0,1411.7401980636319,23300.0
124,austria,ukraine,2,german,ukrainian,0,1255.5902819795942,24600.0
125,austria,united arab emirates,1,german,arabic,0,4382.327578476639,6800.0
126,austria,united kingdom,18,german,english,0,1174.107873019164,2300.0
127,austria,united states,21,german,english,0,7813.606054901921,-7800.0
128,austria,uruguay,1,german,spanish,0,11582.701575351735,17200.0
129,azerbaijan,turkey,1,azerbaijani,turkish,0,1144.7770773734032,-3300.0
130,bahamas,denmark,1,azerbaijani,danish,0,7723.661938499113,
131,bahamas,france,1,azerbaijani,french,0,7869.788847185818,
132,bahamas,iceland,1,azerbaijani,icelandic,0,5943.42670201797,
133,bahamas,ireland,1,azerbaijani,english,0,6564.7813639655815,
134,bahamas,italy,2,azerbaijani,italian,0,7812.608466085432,
135,bahamas,norway,1,azerbaijani,norwegian,0,7504.8987043338875,
136,bahamas,spain,1,azerbaijani,castilian,0,7357.729853032768,
137,bahamas,united kingdom,4,azerbaijani,english,0,6721.89053195395,
138,bahamas,united states,3,azerbaijani,english,0,1735.908184161906,
139,bahrain,indonesia,1,arabic,bahasa,0,7050.280627287048,13700.0
140,bangladesh,japan,1,bangla,japanese,0,4764.734669770349,-26300.0
141,barbados,bahamas,1,english,azerbaijani,0,2028.7194830208973,
142,barbados,united states,1,english,english,1,4248.001652379728,-22100.0
143,belgium,australia,1,dutch,english,0,17102.19267006924,100.0
144,belgium,austria,4,dutch,german,0,850.4834636815407,-900.0
145,belgium,brazil,1,dutch,portuguese,0,7016.105236469045,21500.0
146,belgium,canada,1,dutch,english,0,7727.919745444304,-700.0
147,belgium,chile,1,dutch,spanish,0,11893.65750995027,19200.0
148,belgium,china,1,dutch,chinese,0,8709.137049365274,24100.0
149,belgium,czech republic,2,dutch,greek,0,703.4421911269616,13400.0
150,belgium,denmark,3,dutch,danish,0,812.5429330350958,-2000.0
151,belgium,egypt,1,dutch,arabic,0,3701.087704028926,25100.0
152,belgium,estonia,1,dutch,estonian,0,1458.9037058415086,16800.0
153,belgium,france,19,dutch,french,0,473.98118363234926,1500.0
154,belgium,french polynesia,1,dutch,,0,15600.004646017802,11600.0
155,belgium,germany,14,dutch,german,0,447.18893780022216,1500.0
156,belgium,iceland,1,dutch,icelandic,0,2082.021143262346,-1800.0
157,belgium,india,1,dutch,hindi,0,7717.077979144256,26200.0
158,belgium,ireland,2,dutch,english,0,831.5787281827533,-500.0
159,belgium,isle of man,1,dutch,,0,704.7300846220335,8100.0
160,belgium,israel,1,dutch,hebrew,0,3238.902090524577,9300.0
161,belgium,italy,4,dutch,italian,0,738.7873094500019,2400.0
162,belgium,japan,2,dutch,japanese,0,9448.065831056922,900.0
163,belgium,kiribati,1,dutch,i-kiribati,0,13785.883875240082,28300.0
164,belgium,luxembourg,2,dutch,luxembourgish,0,259.9783587348349,-26000.0
165,belgium,netherlands,7,dutch,dutch,1,268.77235369587584,500.0
166,belgium,norway,1,dutch,norwegian,0,1086.828017352917,-8700.0
167,belgium,poland,4,dutch,polish,0,1156.563089455655,18000.0
168,belgium,portugal,3,dutch,portuguese,0,1766.6014593411808,11100.0
169,belgium,russian federation,1,dutch,,0,2236.719399921944,
170,belgium,spain,9,dutch,castilian,0,1231.0200038333323,7100.0
171,belgium,sweden,4,dutch,swedish,0,1235.5400729476066,2300.0
172,belgium,switzerland,6,dutch,german,0,524.8028566195045,-3600.0
173,belgium,turkey,4,dutch,turkish,0,2547.209022600624,22400.0
174,belgium,united kingdom,12,dutch,english,0,463.2380436972659,1400.0
175,belgium,united states,13,dutch,english,0,7786.920180680248,-8700.0
176,belgium,vanuatu,1,dutch,bislama,0,15921.000296699343,26200.0
177,bhutan,china,1,sharchhopka,chinese,0,2334.6183619628696,-3700.0
178,"bolivia, plurinational state of",el salvador,1,,spanish,0,4284.15721024482,
179,"bolivia, plurinational state of",ghana,1,,asante,0,7674.791349993227,
180,"bolivia, plurinational state of",greece,1,,greek,0,11175.762233096324,
181,botswana,united kingdom,1,setswana,english,0,8475.207282297246,-18700.0
182,brazil,argentina,6,portuguese,spanish,0,2081.988667941089,-3600.0
183,brazil,australia,3,portuguese,english,0,15975.119496451638,-21400.0
184,brazil,bosnia and herzegovina,1,portuguese,bosnian,0,9904.506954422937,
185,brazil,canada,1,portuguese,english,0,5886.5086629700845,-22200.0
186,brazil,cayman islands,1,portuguese,,0,4320.267438467694,-27400.0
187,brazil,chile,1,portuguese,spanish,0,2575.457619726707,-2300.0
188,brazil,china,2,portuguese,chinese,0,16470.282970088985,2600.0
189,brazil,cook islands,1,portuguese,,0,11306.697358304606,2600.0
190,brazil,czech republic,1,portuguese,greek,0,10146.574108397583,-8100.0
191,brazil,denmark,1,portuguese,danish,0,8145.536663815423,-23500.0
192,brazil,egypt,2,portuguese,arabic,0,10206.385003686324,3600.0
193,brazil,fiji,2,portuguese,english,0,13417.25700718648,1800.0
194,brazil,france,3,portuguese,french,0,9150.084269708203,-20000.0
195,brazil,hungary,1,portuguese,hungarian,0,10261.675734643528,-6300.0
196,brazil,ireland,1,portuguese,english,0,9124.56518578769,-22000.0
197,brazil,japan,1,portuguese,japanese,0,18822.082495319788,-20600.0
198,brazil,mexico,1,portuguese,spanish,0,7431.082626988418,-1400.0
199,brazil,netherlands,2,portuguese,dutch,0,9805.576802414213,-21000.0
200,brazil,portugal,1,portuguese,portuguese,1,8196.515704736179,-10400.0
201,brazil,serbia,1,portuguese,serbian,0,9910.415316059285,5400.0
202,brazil,spain,3,portuguese,castilian,0,8514.37257781194,-14400.0
203,brazil,"taiwan, province of china",1,portuguese,,0,18448.825289371383,
204,brazil,tunisia,4,portuguese,arabic,0,8498.667443408489,700.0
205,brazil,turkmenistan,1,portuguese,turkmen,0,13364.79847274174,1800.0
206,brazil,united arab emirates,2,portuguese,arabic,0,12510.266231680485,-15600.0
207,brazil,united kingdom,6,portuguese,english,0,8397.821556564264,-20100.0
208,brazil,united states,20,portuguese,english,0,8172.835939177683,-30200.0
209,brunei darussalam,australia,1,,english,0,6059.183243328074,
210,brunei darussalam,canada,1,,english,0,11807.099918433127,
211,brunei darussalam,japan,1,,japanese,0,4308.815687114771,
212,brunei darussalam,malaysia,2,,bahasa,0,1010.6686602660506,
213,brunei darussalam,netherlands,1,,dutch,0,10928.370372389069,
214,brunei darussalam,singapore,4,,english,0,1261.8661758880405,
215,brunei darussalam,thailand,4,,thai,0,1905.5554873043989,
216,brunei darussalam,united arab emirates,1,,arabic,0,6730.094264091884,
217,brunei darussalam,united kingdom,2,,english,0,11283.141273463754,
218,brunei darussalam,united states,7,,english,0,14426.640843490899,
219,bulgaria,finland,1,bulgarian,finnish,0,1946.530963531484,-19800.0
220,bulgaria,germany,3,bulgarian,german,0,1430.9872666121894,-20000.0
221,bulgaria,russian federation,1,bulgarian,,0,1776.9669971232559,
222,bulgaria,switzerland,1,bulgarian,german,0,1212.9390949076196,-25100.0
223,bulgaria,ukraine,1,bulgarian,ukrainian,0,1278.95275064646,2200.0
224,bulgaria,united kingdom,1,bulgarian,english,0,2015.0822526532033,-20100.0
225,cambodia,finland,1,khmer,finnish,0,8145.001415640874,-25500.0
226,cambodia,hong kong,1,khmer,,0,1474.6787519268928,-26900.0
227,cambodia,lao people's democratic republic,1,khmer,,0,580.11648677826,
228,cambodia,macao,1,khmer,,0,1414.1848484563914,
229,cambodia,malaysia,1,khmer,bahasa,0,1332.5111673896079,-7100.0
230,cambodia,singapore,2,khmer,english,0,1338.2917960321213,-21800.0
231,cambodia,"taiwan, province of china",1,khmer,,0,2258.079876643214,
232,cambodia,thailand,1,khmer,thai,0,257.2957462205836,-5500.0
233,cambodia,viet nam,1,khmer,,0,423.71507737435707,
234,canada,argentina,3,english,spanish,0,8959.50004237347,18600.0
235,canada,australia,7,english,english,1,14499.555707685106,800.0
236,canada,austria,2,english,german,0,7235.520049631649,-200.0
237,canada,bahamas,2,english,azerbaijani,0,2298.159587767905,
238,canada,belgium,3,english,dutch,0,6536.68386610511,700.0
239,canada,bermuda,2,english,,0,1758.2174156484648,-6200.0
240,canada,brazil,1,english,portuguese,0,6664.200743023375,22200.0
241,canada,central african republic,1,english,french,0,10044.225822936198,
242,canada,chile,4,english,spanish,0,8980.264996521668,19900.0
243,canada,china,6,english,chinese,0,9780.231146503378,24800.0
244,canada,colombia,2,english,spanish,0,6410.415304408838,23500.0
245,canada,cook islands,3,english,,0,10367.878075829809,24800.0
246,canada,costa rica,2,english,spanish,0,5317.456294286257,20700.0
247,canada,cuba,1,english,spanish,0,2351.5565990058635,26900.0
248,canada,czech republic,1,english,greek,0,7761.744714155501,14100.0
249,canada,côte d'ivoire,1,english,french,0,10425.80876250621,
250,canada,denmark,5,english,danish,0,6920.320726429191,-1300.0
251,canada,djibouti,1,english,french,0,13076.663970608372,28500.0
252,canada,dominican republic,1,english,spanish,0,3059.0921498910934,23800.0
253,canada,estonia,1,english,estonian,0,7183.326279193076,17500.0
254,canada,finland,4,english,finnish,0,6618.747506397597,2400.0
255,canada,france,16,english,french,0,6322.160865837474,2200.0
256,canada,germany,19,english,german,0,6903.921617199516,2200.0
257,canada,greece,3,english,greek,0,8235.01764675537,9800.0
258,canada,guyana,1,english,english,1,4670.790203517253,25800.0
259,canada,haiti,1,english,french,0,2990.038866935044,28200.0
260,canada,holy see (vatican city state),8,english,,0,9079.27869805225,
261,canada,honduras,1,english,spanish,0,3122.1541327959008,27200.0
262,canada,hong kong,5,english,,0,11776.70772011303,1000.0
263,canada,hungary,1,english,hungarian,0,8181.659841012028,15900.0
264,canada,india,5,english,hindi,0,12784.580201456332,26900.0
265,canada,indonesia,2,english,bahasa,0,14646.58201628221,26600.0
266,canada,"iran, islamic republic of",1,english,,0,9988.836534159824,
267,canada,ireland,5,english,english,1,6435.804456939096,200.0
268,canada,isle of man,1,english,,0,5364.41109697745,8800.0
269,canada,israel,5,english,hebrew,0,10256.851655130142,10000.0
270,canada,italy,15,english,italian,0,7382.443316173508,3100.0
271,canada,jamaica,2,english,english,1,4567.443767340399,25900.0
272,canada,japan,10,english,japanese,0,9316.565005865337,1600.0
273,canada,"korea, republic of",4,english,,0,10067.82795242865,
274,canada,latvia,1,english,latvian,0,7412.582147003411,19600.0
275,canada,lebanon,1,english,arabic,0,10113.806377186136,25000.0
276,canada,lithuania,1,english,lithuanian,0,7671.512447517892,18400.0
277,canada,luxembourg,1,english,luxembourgish,0,7455.938353428727,-25300.0
278,canada,macao,1,english,,0,10636.178691377041,
279,canada,malaysia,2,english,bahasa,0,13476.646960775379,20800.0
280,canada,mali,1,english,french,0,10604.99029202929,28900.0
281,canada,mexico,11,english,spanish,0,3480.3865420743173,20800.0
282,canada,monaco,1,english,french,0,8065.3326590909855,2800.0
283,canada,myanmar,1,english,makhuwa,0,12664.481266688268,
284,canada,netherlands,3,english,dutch,0,6638.601962575197,1200.0
285,canada,new zealand,4,english,english,1,12206.829963275066,8200.0
286,canada,norway,2,english,norwegian,0,6542.162342025453,-8000.0
287,canada,"palestine, state of",3,english,,0,10179.093397779088,
288,canada,panama,2,english,spanish,0,4853.8842120831,23500.0
289,canada,philippines,1,english,filipino,0,10981.711950539842,25200.0
290,canada,poland,1,english,polish,0,7760.015991365812,18700.0
291,canada,portugal,1,english,portuguese,0,5616.964083203917,11800.0
292,canada,puerto rico,2,english,,0,3069.633169564137,13000.0
293,canada,russian federation,2,english,,0,7724.796694562137,
294,canada,singapore,3,english,english,1,14480.517827284764,6100.0
295,canada,spain,5,english,castilian,0,7347.496953565584,7800.0
296,canada,sri lanka,1,english,sinhala,0,14050.903512147828,26100.0
297,canada,sudan,1,english,arabic,0,10525.781226336716,27900.0
298,canada,sweden,3,english,swedish,0,6868.68163129971,3000.0
299,canada,switzerland,5,english,german,0,7227.972809530204,-2900.0
300,canada,"taiwan, province of china",5,english,,0,11153.652950555559,
301,canada,thailand,6,english,thai,0,13069.797438610745,22400.0
302,canada,trinidad and tobago,1,english,english,1,6385.656653088908,
303,canada,turkey,3,english,turkish,0,8518.614393597003,23100.0
304,canada,uganda,1,english,english,1,13986.475244043104,28400.0
305,canada,united arab emirates,1,english,arabic,0,11716.914743018478,6600.0
306,canada,united kingdom,43,english,english,1,6044.000862386854,2100.0
307,canada,united states,250,english,english,1,1728.5055925860493,-8000.0
308,canada,viet nam,1,english,,0,11439.948046782956,
309,chile,argentina,3,spanish,spanish,1,1270.6641849537639,-1300.0
310,chile,australia,1,spanish,english,0,11350.780868018379,-19100.0
311,chile,brazil,5,spanish,portuguese,0,2861.379758330724,2300.0
312,chile,canada,1,spanish,english,0,8842.67881850345,-19900.0
313,chile,holy see (vatican city state),1,spanish,,0,11903.712999734673,
314,chile,iraq,1,spanish,arabic,0,14164.33807058437,8400.0
315,chile,italy,1,spanish,italian,0,11967.213007575649,-16800.0
316,chile,mexico,4,spanish,spanish,1,6496.5661539587545,900.0
317,chile,morocco,1,spanish,arabic,0,9940.633699912734,5900.0
318,chile,south africa,2,spanish,isizulu,0,8349.403868240872,-800.0
319,chile,spain,2,spanish,castilian,0,10334.26588490724,-12100.0
320,chile,united states,12,spanish,english,0,8424.791818106285,-27900.0
321,chile,uruguay,1,spanish,spanish,1,1460.6482291691877,-2900.0
322,china,australia,1,chinese,english,0,7877.18787193202,-24000.0
323,china,austria,2,chinese,german,0,8641.75407542435,-25000.0
324,china,bangladesh,3,chinese,bangla,0,3027.7948656465305,3100.0
325,china,bhutan,2,chinese,sharchhopka,0,2098.409141306055,3700.0
326,china,brazil,2,chinese,portuguese,0,17801.072028490828,-2600.0
327,china,cambodia,3,chinese,khmer,0,2160.8124412262855,3100.0
328,china,canada,1,chinese,english,0,11417.695975385892,-24800.0
329,china,czech republic,2,chinese,greek,0,8453.808206142705,-10700.0
330,china,denmark,1,chinese,danish,0,8252.490172312857,-26100.0
331,china,egypt,1,chinese,arabic,0,8328.06217260916,1000.0
332,china,finland,1,chinese,finnish,0,7185.2856639299225,-22400.0
333,china,france,6,chinese,french,0,8792.226419589897,-22600.0
334,china,germany,2,chinese,german,0,8676.067531356426,-22600.0
335,china,greece,1,chinese,greek,0,8517.33190831192,-15000.0
336,china,hong kong,9,chinese,,0,1229.6045849930397,-23800.0
337,china,hungary,1,chinese,hungarian,0,8335.384139267993,-8900.0
338,china,india,1,chinese,hindi,0,4613.713700452649,2100.0
339,china,italy,1,chinese,italian,0,9088.81536844356,-21700.0
340,china,japan,20,chinese,japanese,0,1600.149806499035,-23200.0
341,china,"korea, republic of",11,chinese,,0,1040.7530913957883,
342,china,lao people's democratic republic,1,chinese,,0,1079.18057358426,
343,china,malaysia,6,chinese,bahasa,0,3773.60021775383,-4000.0
344,china,maldives,1,chinese,dhivehi,0,5946.395048152905,1100.0
345,china,monaco,1,chinese,french,0,9327.422820005144,-22000.0
346,china,mongolia,2,chinese,mongolian,0,1569.515067513575,3200.0
347,china,morocco,1,chinese,arabic,0,10027.79380773333,1000.0
348,china,nepal,1,chinese,nepali,0,2132.413882877731,3600.0
349,china,new zealand,1,chinese,english,0,9229.832433832453,-16600.0
350,china,norway,2,chinese,norwegian,0,7024.690916629156,-32800.0
351,china,poland,3,chinese,polish,0,6709.75654404151,-6100.0
352,china,singapore,13,chinese,english,0,3802.1098971898455,-18700.0
353,china,sweden,1,chinese,swedish,0,7775.38830407175,-21800.0
354,china,switzerland,1,chinese,german,0,9004.423813370195,-27700.0
355,china,"taiwan, province of china",8,chinese,,0,1730.212004375854,
356,china,thailand,2,chinese,thai,0,3478.964506514114,-2400.0
357,china,tunisia,1,chinese,arabic,0,7862.435540130136,-1900.0
358,china,united arab emirates,1,chinese,arabic,0,6501.503340423237,-18200.0
359,china,united kingdom,4,chinese,english,0,8186.052617274128,-22700.0
360,china,united states,46,chinese,english,0,11170.712356021153,-32800.0
361,china,viet nam,2,chinese,,0,2575.2376025064477,
362,colombia,spain,2,spanish,castilian,0,7744.359963092441,-15700.0
363,colombia,united states,1,spanish,english,0,5109.508246888892,-31500.0
364,cook islands,canada,1,,english,0,11142.073883164721,-24800.0
365,cook islands,indonesia,1,,bahasa,0,8442.51989935125,1800.0
366,cook islands,united states,2,,english,0,10351.533476279003,-32800.0
367,costa rica,argentina,1,spanish,spanish,1,5374.268842061936,-2100.0
368,costa rica,canada,1,spanish,english,0,3778.806641226103,-20700.0
369,costa rica,colombia,1,spanish,spanish,1,961.3818741553895,2800.0
370,croatia,australia,2,croatian,english,0,14901.72165284361,-18400.0
371,croatia,austria,1,croatian,german,0,482.0496380260348,-19400.0
372,croatia,belgium,1,croatian,dutch,0,1472.108690522807,-18500.0
373,croatia,czech republic,1,croatian,greek,0,731.1762189102865,-5100.0
374,croatia,dominican republic,1,croatian,spanish,0,8340.146644412473,4600.0
375,croatia,france,2,croatian,french,0,948.1865741711479,-17000.0
376,croatia,germany,4,croatian,german,0,798.2972246200086,-17000.0
377,croatia,greece,1,croatian,greek,0,844.2415121697453,-9400.0
378,croatia,italy,1,croatian,italian,0,620.6589882784177,-16100.0
379,croatia,serbia,1,croatian,serbian,0,442.4162030604364,8400.0
380,croatia,singapore,1,croatian,english,0,9700.401289285686,-13100.0
381,croatia,slovenia,1,croatian,slovene,0,476.43386795484855,-8400.0
382,croatia,united kingdom,3,croatian,english,0,1740.2964588431619,-17100.0
383,cuba,canada,1,spanish,english,0,2290.1891189699577,-26900.0
384,cyprus,greece,1,greek,greek,1,1038.648576427498,-800.0
385,cyprus,ireland,1,greek,english,0,3679.0409420922106,-10400.0
386,cyprus,turkey,1,greek,turkish,0,658.0392931024203,12500.0
387,cyprus,united states,1,greek,english,0,9293.40703768845,-18600.0
388,czech republic,austria,1,greek,german,0,365.45877045963357,-14300.0
389,czech republic,brazil,1,greek,portuguese,0,10146.574108397583,8100.0
390,czech republic,france,1,greek,french,0,884.8394788844661,-11900.0
391,czech republic,germany,1,greek,german,0,207.11554536408713,-11900.0
392,czech republic,indonesia,1,greek,bahasa,0,10506.41279653523,12500.0
393,czech republic,portugal,1,greek,portuguese,0,2244.52786576252,-2300.0
394,czech republic,russian federation,1,greek,,0,1484.6132864474664,
395,czech republic,slovakia,2,greek,slovak,0,291.4911087538566,2400.0
396,czech republic,spain,1,greek,castilian,0,1354.745714113699,-6300.0
397,czech republic,sweden,1,greek,swedish,0,905.1468530811956,-11100.0
398,czech republic,"taiwan, province of china",1,greek,,0,9022.707884859794,
399,czech republic,united kingdom,1,greek,english,0,1028.2839080557542,-12000.0
400,czech republic,united states,3,greek,english,0,9318.433316283636,-22100.0
401,denmark,australia,3,danish,english,0,14532.257804694407,2100.0
402,denmark,belgium,1,danish,dutch,0,748.7297469703101,2000.0
403,denmark,bulgaria,1,danish,bulgarian,0,1639.0935281406607,23500.0
404,denmark,canada,1,danish,english,0,7643.30619793064,1300.0
405,denmark,china,1,danish,chinese,0,8255.678666502115,26100.0
406,denmark,cook islands,1,danish,,0,15659.527814487414,26100.0
407,denmark,faroe islands,1,danish,,0,1328.3226546768724,9100.0
408,denmark,finland,2,danish,finnish,0,920.315164273799,3700.0
409,denmark,france,2,danish,french,0,1404.6067727310651,3500.0
410,denmark,germany,12,danish,german,0,387.6793887491777,3500.0
411,denmark,hong kong,1,danish,,0,8670.76740331875,2300.0
412,denmark,indonesia,1,danish,bahasa,0,11593.553754504155,27900.0
413,denmark,italy,9,danish,italian,0,1411.8824500209419,4400.0
414,denmark,japan,1,danish,japanese,0,8692.795874766805,2900.0
415,denmark,malaysia,1,danish,bahasa,0,9971.64102449677,22100.0
416,denmark,netherlands,4,danish,dutch,0,647.774783186248,2500.0
417,denmark,norway,3,danish,norwegian,0,619.4827198018611,-6700.0
418,denmark,pakistan,2,danish,punjabi,0,5437.656301923869,29000.0
419,denmark,south georgia and the south sandwich islands,1,danish,,0,16199.688082465276,
