,country_home,country_checkin,user,language_home,language_checkin,same_language,distance,gdp_difference
145,belgium,montenegro,1,dutch,serbian,0,1435.6071480498963,
146,belgium,morocco,7,dutch,arabic,0,2310.542308605652,25100.0
147,belgium,nepal,1,dutch,nepali,0,7019.526036654846,27700.0
148,belgium,netherlands,10,dutch,dutch,1,216.8282143022238,500.0
149,belgium,norway,7,dutch,norwegian,0,1062.762130808353,-8700.0
150,belgium,peru,1,dutch,spanish,0,10463.095770342454,24000.0
151,belgium,poland,8,dutch,polish,0,1099.0479486819752,18000.0
152,belgium,portugal,14,dutch,portuguese,0,1799.1816296935563,11100.0
153,belgium,romania,2,dutch,romanian,0,1770.1924572421287,22100.0
154,belgium,russian federation,2,dutch,,0,2211.9937930164465,
155,belgium,rwanda,1,dutch,kinyarwanda,0,6398.804084517478,27800.0
156,belgium,serbia,1,dutch,serbian,0,1372.0257951898614,26900.0
157,belgium,seychelles,1,dutch,seychellois,0,7834.338090241742,21300.0
158,belgium,singapore,3,dutch,english,0,10583.79401424839,5400.0
159,belgium,slovakia,3,dutch,slovak,0,999.2550966043266,15800.0
160,belgium,slovenia,3,dutch,slovene,0,918.5507707300522,10100.0
161,belgium,south africa,2,dutch,isizulu,0,9096.950711540754,18400.0
162,belgium,spain,70,dutch,castilian,0,1337.724830232337,7100.0
163,belgium,sweden,16,dutch,swedish,0,1200.1514795568,2300.0
164,belgium,switzerland,40,dutch,german,0,529.8536001618683,-3600.0
165,belgium,"tanzania, united republic of",1,dutch,,0,6768.525437348646,
166,belgium,thailand,3,dutch,thai,0,9194.954818054104,21700.0
167,belgium,tunisia,2,dutch,arabic,0,1705.496655358919,22200.0
168,belgium,turkey,23,dutch,turkish,0,2396.826823322319,22400.0
169,belgium,united arab emirates,6,dutch,arabic,0,5155.888970037332,5900.0
170,belgium,united kingdom,91,dutch,english,0,447.1292261855092,1400.0
171,belgium,united states,53,dutch,english,0,7581.944374004831,-8700.0
172,bosnia and herzegovina,australia,1,bosnian,english,0,15842.009264834707,
173,bosnia and herzegovina,france,1,bosnian,french,0,942.2063538131916,
174,bosnia and herzegovina,saudi arabia,1,bosnian,arabic,0,3322.6637410161306,
175,bosnia and herzegovina,serbia,2,bosnian,serbian,0,289.033117778888,
176,bosnia and herzegovina,spain,2,bosnian,castilian,0,1562.3879187961893,
177,bosnia and herzegovina,turkey,2,bosnian,turkish,0,1118.1689646913646,
178,brazil,argentina,8,portuguese,spanish,0,1920.000784945174,-3600.0
179,brazil,canada,1,portuguese,english,0,11229.400102150297,-22200.0
180,brazil,cape verde,1,portuguese,english,0,2890.0101886933517,6200.0
181,brazil,chile,2,portuguese,spanish,0,2594.0289282478284,-2300.0
182,brazil,colombia,3,portuguese,spanish,0,4372.212781525882,1300.0
183,brazil,france,3,portuguese,french,0,9217.425163587699,-20000.0
184,brazil,germany,1,portuguese,german,0,9747.652914100137,-20000.0
185,brazil,indonesia,1,portuguese,bahasa,0,15627.136550477599,4400.0
186,brazil,isle of man,1,portuguese,,0,10301.331288920168,-13400.0
187,brazil,mexico,2,portuguese,spanish,0,7272.630992980523,-1400.0
188,brazil,norway,1,portuguese,norwegian,0,8800.538947628329,-30200.0
189,brazil,panama,1,portuguese,spanish,0,3757.891557382294,1300.0
190,brazil,paraguay,2,portuguese,spanish,0,1119.8130903310214,2900.0
191,brazil,portugal,1,portuguese,portuguese,1,7723.789600698934,-10400.0
192,brazil,qatar,1,portuguese,arabic,0,11876.34707552787,-13900.0
193,brazil,saudi arabia,1,portuguese,arabic,0,11765.928790594651,-4200.0
194,brazil,south africa,1,portuguese,isizulu,0,7611.010108432988,-3100.0
195,brazil,sweden,1,portuguese,swedish,0,10704.908312421941,-19200.0
196,brazil,switzerland,1,portuguese,german,0,9399.908735101119,-25100.0
197,brazil,united arab emirates,1,portuguese,arabic,0,12230.174411866741,-15600.0
198,brazil,united states,14,portuguese,english,0,8364.699445169765,-30200.0
199,brazil,uruguay,1,portuguese,spanish,0,1554.6565023847547,-5200.0
200,brunei darussalam,australia,3,,english,0,5542.5157077866115,
201,brunei darussalam,france,1,,french,0,11210.192993812572,
202,brunei darussalam,indonesia,2,,bahasa,0,1504.4540181141253,
203,brunei darussalam,italy,1,,italian,0,10744.850893888222,
204,brunei darussalam,japan,1,,japanese,0,4307.200288798525,
205,brunei darussalam,malaysia,2,,bahasa,0,1409.8117296246364,
206,brunei darussalam,singapore,3,,english,0,1292.3378485951205,
207,brunei darussalam,spain,1,,castilian,0,11755.329557509978,
208,brunei darussalam,thailand,3,,thai,0,1850.9603170657394,
209,brunei darussalam,united kingdom,2,,english,0,11220.14280735157,
210,brunei darussalam,united states,1,,english,0,11940.82221378431,
211,bulgaria,france,1,bulgarian,french,0,1305.4291445501099,-20000.0
212,bulgaria,germany,2,bulgarian,german,0,1280.9848343836711,-20000.0
213,bulgaria,hungary,1,bulgarian,hungarian,0,628.3439852241411,-6300.0
214,bulgaria,israel,1,bulgarian,hebrew,0,1552.0748724705718,-12200.0
215,bulgaria,monaco,1,bulgarian,french,0,1292.6923471940572,-19400.0
216,bulgaria,switzerland,2,bulgarian,german,0,1271.8873538065936,-25100.0
217,cambodia,canada,1,khmer,english,0,11673.06468829316,-27900.0
218,cambodia,lao people's democratic republic,1,khmer,,0,708.9882268453634,
219,cambodia,singapore,1,khmer,english,0,1340.8022962444463,-21800.0
220,cambodia,spain,1,khmer,castilian,0,9977.583648557227,-20100.0
221,cambodia,switzerland,1,khmer,german,0,9534.645517078216,-30800.0
222,cambodia,thailand,1,khmer,thai,0,583.7243405473045,-5500.0
223,cambodia,united states,1,khmer,english,0,13113.998427539294,-35900.0
224,cambodia,viet nam,1,khmer,,0,619.0263640408172,
225,canada,andorra,4,english,catalan,0,6230.427845741366,10800.0
226,canada,antigua and barbuda,1,english,english,1,3398.4279979556077,
227,canada,argentina,1,english,spanish,0,10642.410048006053,18600.0
228,canada,australia,5,english,english,1,14846.725162584788,800.0
229,canada,austria,5,english,german,0,6290.457051897636,-200.0
230,canada,bahamas,1,english,azerbaijani,0,2024.008767688795,
231,canada,barbados,1,english,english,1,6994.672275956217,14100.0
232,canada,belgium,1,english,dutch,0,6020.882951651881,700.0
233,canada,bermuda,1,english,,0,1869.9631810225126,-6200.0
234,canada,"bolivia, plurinational state of",1,english,,0,9287.886081083558,
235,canada,cambodia,1,english,khmer,0,11669.301241065914,27900.0
236,canada,chile,1,english,spanish,0,10486.79328638533,19900.0
237,canada,china,3,english,chinese,0,11212.840508717918,24800.0
238,canada,colombia,1,english,spanish,0,6343.189989393039,23500.0
239,canada,croatia,1,english,croatian,0,6501.263926169775,19200.0
240,canada,cuba,1,english,spanish,0,2583.2825803253136,26900.0
241,canada,denmark,5,english,danish,0,5457.863085702688,-1300.0
242,canada,dominica,1,english,english,1,6657.233874131655,24400.0
243,canada,dominican republic,4,english,spanish,0,3623.074730217048,23800.0
244,canada,ecuador,1,english,spanish,0,4877.442002217983,26500.0
245,canada,france,40,english,french,0,5992.274934662363,2200.0
246,canada,germany,16,english,german,0,6597.19167151435,2200.0
247,canada,holy see (vatican city state),4,english,,0,8352.115993044059,
248,canada,hong kong,9,english,,0,12032.891210492156,1000.0
249,canada,hungary,1,english,hungarian,0,6495.886686638391,15900.0
250,canada,iceland,2,english,icelandic,0,4050.0828862221515,-1100.0
251,canada,india,5,english,hindi,0,12855.199118525261,26900.0
252,canada,indonesia,2,english,bahasa,0,14823.538572198806,26600.0
253,canada,ireland,3,english,english,1,7079.783400383933,200.0
254,canada,italy,11,english,italian,0,7698.688861589403,3100.0
255,canada,jamaica,3,english,english,1,3876.302967128704,25900.0
256,canada,japan,6,english,japanese,0,9582.11827529787,1600.0
257,canada,"korea, republic of",1,english,,0,8175.4751081434715,
258,canada,lebanon,2,english,arabic,0,8799.818234704097,25000.0
259,canada,malaysia,2,english,bahasa,0,12905.94644844307,20800.0
260,canada,malta,1,english,maltese,0,7120.4700592711515,12100.0
261,canada,mexico,7,english,spanish,0,3560.120874670953,20800.0
262,canada,monaco,4,english,french,0,6408.10879955228,2800.0
263,canada,netherlands,7,english,dutch,0,5781.924875862322,1200.0
264,canada,panama,2,english,spanish,0,5640.004655083324,23500.0
265,canada,puerto rico,2,english,,0,6090.2170912884985,13000.0
266,canada,qatar,1,english,arabic,0,10513.84409457271,8300.0
267,canada,romania,2,english,romanian,0,9109.009799727433,22800.0
268,canada,russian federation,1,english,,0,7926.204518943014,
269,canada,saint barthélemy,1,english,,0,6369.476537509037,
270,canada,saint lucia,1,english,,0,6827.819480255645,24400.0
271,canada,saint martin (french part),1,english,,0,6336.649295870575,
272,canada,saudi arabia,3,english,arabic,0,10640.393275101946,18000.0
273,canada,singapore,4,english,english,1,14458.315101048833,6100.0
274,canada,slovenia,2,english,slovene,0,6469.055784745666,10800.0
275,canada,spain,15,english,castilian,0,6500.196208335548,7800.0
276,canada,sweden,4,english,swedish,0,6158.419749224584,3000.0
277,canada,switzerland,2,english,german,0,5976.564357960639,-2900.0
278,canada,"taiwan, province of china",1,english,,0,11943.878653098729,
279,canada,thailand,5,english,thai,0,12732.635718659865,22400.0
280,canada,trinidad and tobago,1,english,english,1,4043.548945022027,
281,canada,ukraine,1,english,ukrainian,0,8299.284042813197,24400.0
282,canada,united arab emirates,1,english,arabic,0,10609.710231017674,6600.0
283,canada,united kingdom,31,english,english,1,6046.823725497169,2100.0
284,canada,united states,369,english,english,1,2101.5609876860317,-8000.0
285,canada,viet nam,1,english,,0,12465.819851033708,
286,canada,"virgin islands, u.s.",1,english,,0,3117.964045719159,
287,chile,brazil,1,spanish,portuguese,0,3391.261805406015,2300.0
288,chile,canada,3,spanish,english,0,8619.524839769221,-19900.0
289,chile,denmark,2,spanish,danish,0,12623.596340678174,-21200.0
290,chile,france,1,spanish,french,0,11638.984634435079,-17700.0
291,chile,germany,3,spanish,german,0,12479.18000160466,-17700.0
292,chile,mexico,1,spanish,spanish,1,7516.061846482709,900.0
293,chile,spain,2,spanish,castilian,0,11085.13693228082,-12100.0
294,chile,sweden,1,spanish,swedish,0,12644.41378502084,-16900.0
295,chile,united kingdom,4,spanish,english,0,11655.622699775997,-17800.0
296,chile,united states,6,spanish,english,0,7966.804385537311,-27900.0
297,china,argentina,1,chinese,spanish,0,19634.594829400132,-6200.0
298,china,australia,1,chinese,english,0,7859.917552531333,-24000.0
299,china,cambodia,1,chinese,khmer,0,2773.298665930855,3100.0
300,china,canada,7,chinese,english,0,9342.611340540829,-24800.0
301,china,finland,3,chinese,finnish,0,7368.3865725912865,-22400.0
302,china,france,5,chinese,french,0,8801.136929002172,-22600.0
303,china,germany,1,chinese,german,0,7805.376969116995,-22600.0
304,china,hong kong,27,chinese,,0,1606.8745271270966,-23800.0
305,china,indonesia,3,chinese,bahasa,0,4839.260284477381,1800.0
306,china,japan,4,chinese,japanese,0,2253.431428033802,-23200.0
307,china,"korea, democratic people's republic of",1,chinese,,0,289.5910617377847,
308,china,"korea, republic of",3,chinese,,0,1167.8035505853127,
309,china,lao people's democratic republic,1,chinese,,0,2304.1785579995826,
310,china,macao,2,chinese,,0,1250.09727045082,
311,china,malaysia,3,chinese,bahasa,0,3497.623436434395,-4000.0
312,china,netherlands,2,chinese,dutch,0,8724.063585841595,-23600.0
313,china,northern mariana islands,1,chinese,,0,3960.912315170198,
314,china,philippines,5,chinese,filipino,0,2749.999619141486,400.0
315,china,romania,1,chinese,romanian,0,7094.88219324374,-2000.0
316,china,singapore,6,chinese,english,0,3838.0862335670627,-18700.0
317,china,south africa,1,chinese,isizulu,0,12551.955363297004,-5700.0
318,china,sweden,3,chinese,swedish,0,7692.956806512383,-21800.0
319,china,switzerland,2,chinese,german,0,8552.325087656121,-27700.0
320,china,"taiwan, province of china",10,chinese,,0,1173.9613172545123,
321,china,thailand,3,chinese,thai,0,2888.0363842542797,-2400.0
322,china,united arab emirates,2,chinese,arabic,0,5835.586599890503,-18200.0
323,china,united kingdom,8,chinese,english,0,8228.018203492004,-22700.0
324,china,united states,23,chinese,english,0,10446.504228138556,-32800.0
325,china,viet nam,2,chinese,,0,2272.3280075528614,
326,colombia,argentina,1,spanish,spanish,1,4664.267564965021,-4900.0
327,colombia,brazil,1,spanish,portuguese,0,4058.3931325896806,-1300.0
328,colombia,mexico,1,spanish,spanish,1,3156.5370727967165,-2700.0
329,colombia,panama,1,spanish,spanish,1,767.4846264707902,0.0
330,colombia,peru,1,spanish,spanish,1,1883.192509951358,1200.0
331,colombia,united states,1,spanish,english,0,5214.727033862835,-31500.0
332,colombia,"venezuela, bolivarian republic of",1,spanish,,0,1319.9514699066056,
333,costa rica,chile,1,spanish,spanish,1,5027.081243030432,-800.0
334,costa rica,france,5,spanish,french,0,9197.534318298343,-18500.0
335,costa rica,holy see (vatican city state),2,spanish,,0,9809.800354024825,
336,costa rica,honduras,2,spanish,spanish,1,748.9715679178418,6500.0
337,costa rica,italy,1,spanish,italian,0,9811.856946558033,-17600.0
338,costa rica,jamaica,1,spanish,english,0,1195.4873210709452,5200.0
339,costa rica,mexico,2,spanish,spanish,1,1930.292564747346,100.0
340,costa rica,monaco,2,spanish,french,0,9368.74307918869,-17900.0
341,costa rica,norway,1,spanish,norwegian,0,9167.893473204613,-28700.0
342,costa rica,united kingdom,3,spanish,english,0,8715.825876750312,-18600.0
343,costa rica,united states,8,spanish,english,0,2910.5760143386224,-28700.0
344,croatia,albania,3,croatian,albanian,0,495.43058500793967,6100.0
345,croatia,austria,3,croatian,german,0,290.3424982247581,-19400.0
346,croatia,belgium,1,croatian,dutch,0,1079.8546560311677,-18500.0
347,croatia,bosnia and herzegovina,8,croatian,bosnian,0,251.12096786418715,
348,croatia,canada,1,croatian,english,0,8690.102709551642,-19200.0
349,croatia,czech republic,2,croatian,greek,0,469.3363689051371,-5100.0
350,croatia,denmark,1,croatian,danish,0,1068.3532952462147,-20500.0
351,croatia,france,1,croatian,french,0,1228.7087079886503,-17000.0
352,croatia,germany,5,croatian,german,0,690.9804626942826,-17000.0
353,croatia,greece,1,croatian,greek,0,661.144120206424,-9400.0
354,croatia,holy see (vatican city state),1,croatian,,0,514.5824195700097,
355,croatia,hungary,2,croatian,hungarian,0,282.3584094319049,-3300.0
356,croatia,ireland,4,croatian,english,0,2008.2301382947019,-19000.0
357,croatia,italy,1,croatian,italian,0,250.35800758877573,-16100.0
358,croatia,"korea, republic of",1,croatian,,0,8583.881599337226,
359,croatia,"macedonia, the former yugoslav republic of",2,croatian,,0,572.5823732488956,
360,croatia,malta,1,croatian,maltese,0,1104.5551320644356,-7100.0
361,croatia,mexico,1,croatian,spanish,0,10593.801850164866,1600.0
362,croatia,montenegro,5,croatian,serbian,0,326.2872346829566,
363,croatia,netherlands,2,croatian,dutch,0,1082.0411650931478,-18000.0
364,croatia,norway,1,croatian,norwegian,0,1881.722442681699,-27200.0
365,croatia,serbia,6,croatian,serbian,0,408.9954574377664,8400.0
366,croatia,slovakia,1,croatian,slovak,0,277.65754131979065,-2700.0
367,croatia,slovenia,2,croatian,slovene,0,292.23430546515755,-8400.0
368,croatia,spain,4,croatian,castilian,0,1351.414364385859,-11400.0
369,croatia,sweden,2,croatian,swedish,0,1626.6860162621037,-16200.0
370,croatia,turkey,1,croatian,turkish,0,1165.2887762832374,3900.0
371,croatia,united kingdom,1,croatian,english,0,1707.2375220679332,-17100.0
372,croatia,united states,5,croatian,english,0,8792.139095181767,-27200.0
373,cyprus,china,2,greek,chinese,0,7526.42735294888,14200.0
374,cyprus,france,1,greek,french,0,2962.789299479419,-8400.0
375,cyprus,greece,3,greek,greek,1,906.1152412801187,-800.0
376,cyprus,japan,3,greek,japanese,0,9104.462015526697,-9000.0
377,cyprus,"korea, republic of",1,greek,,0,8034.721666420414,
378,cyprus,lebanon,1,greek,arabic,0,238.73897654783232,14400.0
379,cyprus,malaysia,1,greek,bahasa,0,8183.078669942268,10200.0
380,cyprus,netherlands,2,greek,dutch,0,2975.213860844694,-9400.0
381,cyprus,philippines,3,greek,filipino,0,8908.567473482117,14600.0
382,cyprus,singapore,4,greek,english,0,8175.98863578923,-4500.0
383,cyprus,united arab emirates,8,greek,arabic,0,2378.9976390549887,-4000.0
384,cyprus,united kingdom,2,greek,english,0,3242.4600004515833,-8500.0
385,cyprus,united states,1,greek,english,0,11015.836029224916,-18600.0
386,czech republic,australia,1,greek,english,0,15860.288535390499,-13300.0
387,czech republic,austria,9,greek,german,0,317.1990637313372,-14300.0
388,czech republic,belgium,4,greek,dutch,0,717.0602284396152,-13400.0
389,czech republic,bosnia and herzegovina,2,greek,bosnian,0,772.9050724741231,
390,czech republic,brazil,1,greek,portuguese,0,10137.070737013692,8100.0
391,czech republic,bulgaria,1,greek,bulgarian,0,848.8535642890382,8100.0
392,czech republic,canada,2,greek,english,0,7531.757918502776,-14100.0
393,czech republic,china,5,greek,chinese,0,8655.257613773309,10700.0
394,czech republic,croatia,10,greek,croatian,0,750.2073045834647,5100.0
395,czech republic,denmark,3,greek,danish,0,665.8522447429702,-15400.0
396,czech republic,egypt,3,greek,arabic,0,2947.6687529131864,11700.0
397,czech republic,estonia,1,greek,estonian,0,1262.9101938089152,3400.0
398,czech republic,finland,2,greek,finnish,0,1359.7471087457907,-11700.0
399,czech republic,france,11,greek,french,0,853.6283058828488,-11900.0
400,czech republic,georgia,1,greek,georgian,0,2512.7645263302843,13200.0
401,czech republic,germany,22,greek,german,0,366.68443715455,-11900.0
402,czech republic,greece,3,greek,greek,1,1507.396873644225,-4300.0
403,czech republic,holy see (vatican city state),5,greek,,0,922.9700206235757,
404,czech republic,hong kong,5,greek,,0,8782.691361042773,-13100.0
405,czech republic,hungary,11,greek,hungarian,0,333.3086744576173,1800.0
406,czech republic,israel,3,greek,hebrew,0,2626.4602930655133,-4100.0
407,czech republic,italy,12,greek,italian,0,810.3824493400783,-11000.0
408,czech republic,"korea, republic of",1,greek,,0,8231.040691494405,
409,czech republic,latvia,1,greek,latvian,0,1002.7848466483921,5500.0
410,czech republic,lithuania,1,greek,lithuanian,0,832.3689986270477,4300.0
411,czech republic,luxembourg,1,greek,luxembourgish,0,597.6408858258228,-39400.0
412,czech republic,monaco,2,greek,french,0,950.4399911845934,-11300.0
413,czech republic,netherlands,4,greek,dutch,0,735.3606268703753,-12900.0
